variant,evidence_file,baseline,unquantized,scope,transform,bits,permutation,module_count,parameter_count,weight_relative_mse_parameter_weighted,calibration_output_relative_mse_parameter_weighted,metadata_bits,adjacent_abs_cosine_before_mean,adjacent_abs_cosine_after_mean,input_adjacent_abs_cosine_before_mean,input_adjacent_abs_cosine_after_mean,output_adjacent_abs_cosine_before_mean,output_adjacent_abs_cosine_after_mean,perplexity,fp16_baseline_perplexity_same_protocol,perplexity_delta_vs_fp16,eval_input_tokens,eval_token_offset,eval_sequence_length,eval_seconds,input_tokens_per_second,calibration_tokens,calibration_samples_per_module,model,num_attention_heads,num_key_value_heads,uses_gqa,fake_quantization_only,packed_integer_kernel
q_proj_output_head_dct_q3_offset16384,runs\segment_replicates\q_proj_output_head_dct_q3_offset16384.json,False,False,q_proj_output_head,dct,3,none,32,536870912,0.08235556678985118,0.018364178125586907,0.0,,,,,,,5.532791582409001,5.470874374365049,0.06191720804395118,8192,16384,2048,1.2652711640112102,6474.501461038133,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
q_proj_output_head_dct_q3_offset8192,runs\segment_replicates\q_proj_output_head_dct_q3_offset8192.json,False,False,q_proj_output_head,dct,3,none,32,536870912,0.08235556678985118,0.018364178125586907,0.0,,,,,,,4.10233968485629,4.07688878500778,0.025450899848509678,8192,8192,2048,1.4867616610135883,5509.961828323691,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
q_proj_output_head_identity_q3_offset16384,runs\segment_replicates\q_proj_output_head_identity_q3_offset16384.json,False,False,q_proj_output_head,identity,3,none,32,536870912,0.08310633011871371,0.018540004873103838,0.0,,,,,,,5.5220056044833505,5.470874374365049,0.05113123011830112,8192,16384,2048,1.5956285160500556,5134.027073092879,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
q_proj_output_head_identity_q3_offset8192,runs\segment_replicates\q_proj_output_head_identity_q3_offset8192.json,False,False,q_proj_output_head,identity,3,none,32,536870912,0.08310633011871371,0.018540004873103838,0.0,,,,,,,4.128450322602497,4.07688878500778,0.05156153759471671,8192,8192,2048,1.654533340013586,4951.245044075529,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_dct_q3_8192,runs\formal_8192\qproj_input_dct_q3_8192.json,False,False,q_proj_input,dct,3,none,32,536870912,0.07456417964231374,0.01763192494456866,0.0,,,,,,,6.229007354102511,6.195575096408451,0.03343225769406022,8192,0,2048,1.2064133289968595,6790.375904427135,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_dct_q3_screen,runs\screen\qproj_input_dct_q3.json,False,False,q_proj_input,dct,3,none,32,536870912,0.07456417964231374,0.017530949009620673,0.0,,,,,,,3.954807515925886,,,2048,0,2048,0.31062981800641865,6593.056690899138,256,16,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_dct_q4_8192,runs\formal_8192\qproj_input_dct_q4_8192.json,False,False,q_proj_input,dct,4,none,32,536870912,0.013685821080440457,0.0032393832522884473,0.0,,,,,,,6.203483023662901,6.195575096408451,0.007907927254450442,8192,0,2048,1.208802760927938,6776.9534160489575,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_hadamard_q3_8192,runs\formal_8192\qproj_input_hadamard_q3_8192.json,False,False,q_proj_input,hadamard,3,none,32,536870912,0.07448182909931539,0.01762959252535143,0.0,,,,,,,6.239962058662256,6.195575096408451,0.044386962253804896,8192,0,2048,1.206674121087417,6788.908336426098,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_hadamard_q3_screen,runs\screen\qproj_input_hadamard_q3.json,False,False,q_proj_input,hadamard,3,none,32,536870912,0.07448182909931539,0.017542006333154517,0.0,,,,,,,3.9480018717827825,,,2048,0,2048,0.30311399104539305,6756.534044953736,256,16,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_identity_q3_8192,runs\formal_8192\qproj_input_identity_q3_8192.json,False,False,q_proj_input,identity,3,none,32,536870912,0.08310633011871371,0.018540004873103838,0.0,,,,,,,6.254414889530206,6.195575096408451,0.0588397931217548,8192,0,2048,1.1271872059442103,7267.648139368129,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_identity_q3_screen,runs\screen\qproj_input_identity_q3.json,False,False,q_proj_input,identity,3,none,32,536870912,0.08310633011871371,0.01845492059998947,0.0,,,,,,,3.965037040066721,,,2048,0,2048,0.2844506480032578,7199.842975842137,256,16,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_identity_q4_8192,runs\formal_8192\qproj_input_identity_q4_8192.json,False,False,q_proj_input,identity,4,none,32,536870912,0.01608093403838773,0.0034604007019147847,0.0,,,,,,,6.2056142958343115,6.195575096408451,0.010039199425860623,8192,0,2048,1.1196247809566557,7316.736945568855,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_rdft_q3_8192,runs\formal_8192\qproj_input_rdft_q3_8192.json,False,False,q_proj_input,rdft,3,none,32,536870912,0.0745737740277129,0.017629312358656106,0.0,,,,,,,6.241241259515989,6.195575096408451,0.045666163107537905,8192,0,2048,1.170101283933036,7001.103333947646,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_rdft_q3_screen,runs\screen\qproj_input_rdft_q3.json,False,False,q_proj_input,rdft,3,none,32,536870912,0.0745737740277129,0.017562770064965903,0.0,,,,,,,3.945723697731355,,,2048,0,2048,0.2959834650391713,6919.305440690621,256,16,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_spectral_dct_q3_8192,runs\formal_8192\qproj_input_spectral_dct_q3_8192.json,False,False,q_proj_input,dct,3,spectral,32,536870912,0.07454741818343821,0.01760068913700699,733349.6034136291,0.029470043431501836,0.03209758491721004,,,,,6.239052940245027,6.195575096408451,0.043477843836575936,8192,0,2048,1.2140303049236536,6747.772248169018,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_spectral_dct_q3_screen,runs\screen\qproj_input_spectral_dct_q3.json,False,False,q_proj_input,dct,3,spectral,32,536870912,0.07454741818343821,0.01754003839958307,733349.6034136291,0.029470043431501836,0.03209758491721004,,,,,3.9402364533669627,,,2048,0,2048,0.3063070869538933,6686.10060696465,256,16,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_input_spectral_dct_q4_8192,runs\formal_8192\qproj_input_spectral_dct_q4_8192.json,False,False,q_proj_input,dct,4,spectral,32,536870912,0.013682445088149588,0.003241661092225742,733349.6034136291,0.029470043431501836,0.03209758491721004,,,,,6.200028242687991,6.195575096408451,0.004453146279540299,8192,0,2048,1.210004071937874,6770.225150465946,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_dct_q3_8192,runs\formal_8192\qproj_output_head_dct_q3_8192.json,False,False,q_proj_output_head,dct,3,none,32,536870912,0.08235556678985118,0.018364178125586907,0.0,,,,,,,6.247485355813128,6.195575096408451,0.05191025940467675,8192,0,2048,1.7505305859958753,4679.72400227419,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_dct_q3_screen,runs\screen\qproj_output_head_dct_q3.json,False,False,q_proj_output_head,dct,3,none,32,536870912,0.08235556678985118,0.0182515484968641,0.0,,,,,,,3.9397334230831413,,,2048,0,2048,0.37471619399730116,5465.469688280274,256,16,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_dct_q4_8192,runs\formal_8192\qproj_output_head_dct_q4_8192.json,False,False,q_proj_output_head,dct,4,none,32,536870912,0.01581796979053195,0.003388536786424057,0.0,,,,,,,6.201224223381563,6.195575096408451,0.00564912697311204,8192,0,2048,1.2656108209630474,6472.763873626192,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_hadamard_q3_8192,runs\formal_8192\qproj_output_head_hadamard_q3_8192.json,False,False,q_proj_output_head,hadamard,3,none,32,536870912,0.08234423815603079,0.01836218843680829,0.0,,,,,,,6.258617482290889,6.195575096408451,0.06304238588243827,8192,0,2048,1.2130679649999365,6753.12532880252,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_hadamard_q3_screen,runs\screen\qproj_output_head_hadamard_q3.json,False,False,q_proj_output_head,hadamard,3,none,32,536870912,0.08234423815603079,0.018207439174950737,0.0,,,,,,,3.948063055261644,,,2048,0,2048,0.30407007690519094,6735.28951235332,256,16,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_identity_q3_8192,runs\formal_8192\qproj_output_head_identity_q3_8192.json,False,False,q_proj_output_head,identity,3,none,32,536870912,0.08310633011871371,0.018540004873103838,0.0,,,,,,,6.254414889530206,6.195575096408451,0.0588397931217548,8192,0,2048,1.1245212060166523,7284.878182971936,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_identity_q4_8192,runs\formal_8192\qproj_output_head_identity_q4_8192.json,False,False,q_proj_output_head,identity,4,none,32,536870912,0.01608093403838773,0.0034604007019147847,0.0,,,,,,,6.2056142958343115,6.195575096408451,0.010039199425860623,8192,0,2048,1.827440851018764,4482.771628659342,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_rdft_q3_8192,runs\formal_8192\qproj_output_head_rdft_q3_8192.json,False,False,q_proj_output_head,rdft,3,none,32,536870912,0.0823845689097942,0.018405470857946048,0.0,,,,,,,6.244251521607211,6.195575096408451,0.04867642519876014,8192,0,2048,1.297599771991372,6313.194697489874,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_rdft_q3_screen,runs\screen\qproj_output_head_rdft_q3.json,False,False,q_proj_output_head,rdft,3,none,32,536870912,0.0823845689097942,0.018334051083216597,0.0,,,,,,,3.966624581132433,,,2048,0,2048,0.2965634419815615,6905.773639244894,256,16,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_output_head_spectral_dct_q3_screen,runs\screen\qproj_output_head_spectral_dct_q3.json,False,False,q_proj_output_head,dct,3,spectral,32,536870912,0.08236916092607384,0.018262216722130273,733349.6034136291,0.07611460034968331,0.07103232567897066,,,,,3.971792978723222,,,2048,0,2048,0.32412649504840374,6318.520797548994,256,16,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_two_sided_dct_q3_8192,runs\additional_8192\qproj_two_sided_dct_q3_8192.json,False,False,q_proj_two_sided,dct,3,none,32,536870912,0.07462407913335438,0.017650316800335956,0.0,,,,,,,6.274037139889206,6.195575096408451,0.07846204348075503,8192,0,2048,1.3503844789229333,6066.420436447803,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_two_sided_dct_q4_8192,runs\additional_8192\qproj_two_sided_dct_q4_8192.json,False,False,q_proj_two_sided,dct,4,none,32,536870912,0.013696248857590954,0.003250222304388362,0.0,,,,,,,6.215292622563584,6.195575096408451,0.01971752615513278,8192,0,2048,1.4956530469935387,5477.206105030179,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_two_sided_dct_unquantized_8192,runs\additional_8192\qproj_two_sided_dct_unquantized_8192.json,False,True,q_proj_two_sided,dct,,none,32,536870912,8.665133956333116e-14,1.127455564679237e-07,0.0,,,,,,,6.195664094745393,6.195575096408451,8.899833694187009e-05,8192,0,2048,1.7540328530594707,4670.38002493004,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,False,False
qproj_two_sided_identity_q3_8192,runs\additional_8192\qproj_two_sided_identity_q3_8192.json,False,False,q_proj_two_sided,identity,3,none,32,536870912,0.08310633011871371,0.018540004873103838,0.0,,,,,,,6.254414889530206,6.195575096408451,0.0588397931217548,8192,0,2048,1.4902041299501434,5497.233456381626,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_two_sided_identity_q4_8192,runs\additional_8192\qproj_two_sided_identity_q4_8192.json,False,False,q_proj_two_sided,identity,4,none,32,536870912,0.01608093403838773,0.0034604007019147847,0.0,,,,,,,6.2056142958343115,6.195575096408451,0.010039199425860623,8192,0,2048,1.8258479590294883,4486.682453206223,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_two_sided_spectral_dct_q3_8192,runs\additional_8192\qproj_two_sided_spectral_dct_q3_8192.json,False,False,q_proj_two_sided,dct,3,spectral,32,536870912,0.0746452756093777,0.01768586605481957,1466699.2068272582,,,0.029470043431501836,0.03209758491721004,0.07611460034968331,0.07103232567897066,6.259463413713256,6.195575096408451,0.06388831730480504,8192,0,2048,1.3448266279883683,6091.491519805671,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
qproj_two_sided_spectral_dct_q4_8192,runs\additional_8192\qproj_two_sided_spectral_dct_q4_8192.json,False,False,q_proj_two_sided,dct,4,spectral,32,536870912,0.013699695298355892,0.003238332589341354,1466699.2068272582,,,0.029470043431501836,0.03209758491721004,0.07611460034968331,0.07103232567897066,6.203228451603701,6.195575096408451,0.007653355195250455,8192,0,2048,1.349630061071366,6069.811451515099,512,32,/home/wangmeiqi/zjh/meta-llama/Llama-2-7b-hf,32,32,False,True,False
